"PlayerName","Club","Position","PositionType","DoB","Age","IPOPrice","IPODate","CurrentPrice"
"Kenny Tete","Lyon","Goalkeeper/ Defender","Full back","09/10/1995","23","£0.20","03/11/2017","£0.34"
"Manuel Pasqual","Empoli","Goalkeeper/ Defender","Full back","13/03/1982","37","£0.37","06/11/2017","£0.37"
"Facundo Roncaglia","Valencia","Goalkeeper/ Defender","Centre Back","10/02/1987","32","£0.37","06/11/2017","£0.37"
"Davide Zappacosta","Chelsea","Goalkeeper/ Defender","Full back","11/06/1992","27","£0.33","06/11/2017","£0.37"
"Pione Sisto","Celta","Forward","Second Striker/ Winger","04/02/1995","24","£0.17","07/11/2017","£0.38"
"Ciprian Tatarusanu","Nantes","Goalkeeper/ Defender","Goalkeeper","09/02/1986","33","£0.33","07/11/2017","£0.37"
"Daniele Baselli","Torino","Midfield","Central Midfielder","12/03/1992","27","£0.30","07/11/2017","£0.36"
"Lucas Leiva","Lazio","Midfield","Central Midfielder","09/01/1987","32","£0.33","08/11/2017","£0.37"
"Omer Toprak","Borussia Dortmund","Goalkeeper/ Defender","Centre Back","21/07/1989","30","£0.33","09/11/2017","£0.37"
"Jakub Jankto","Sampdoria","Midfield","Attacking Midfielder/ Winger","19/01/1996","23","£0.27","10/11/2017","£0.41"
"Andre Zambo Anguissa","Fulham","Midfield","Central Midfielder","16/11/1995","23","£0.17","10/11/2017","£0.37"
"Kelvin Amian","Toulouse","Goalkeeper/ Defender","Full back","08/02/1998","21","£0.10","14/11/2017","£0.36"
"Anthony Knockaert","Brighton","Midfield","Attacking Midfielder/ Winger","20/11/1991","27","£0.33","16/11/2017","£0.37"
"Alexander Djiku","Caen","Goalkeeper/ Defender","Centre Back","09/08/1994","25","£0.13","21/11/2017","£0.36"
"Joao Pedro","Cagliari","Midfield","Attacking Midfielder/ Winger","09/03/1992","27","£0.17","21/11/2017","£0.49"
"Tin Jedvaj","Leverkusen","Goalkeeper/ Defender","Centre Back","28/11/1995","23","£0.17","22/11/2017","£0.35"
"Salomon Rondon","Newcastle United","Forward","Centre Forward","16/09/1989","29","£0.27","23/11/2017","£0.36"
"Maximilian Philipp","Borussia Dortmund","Forward","Centre Forward","01/03/1994","25","£0.17","24/11/2017","£0.36"
"Isaiah Brown","Chelsea","Forward","Second Striker/ Winger","07/01/1997","22","£0.17","03/01/2018","£0.53"
"Unai Nunez","Ath Bilbao","Goalkeeper/ Defender","Centre Back","30/01/1997","22","£0.20","08/01/2018","£0.39"
"Youssef Ait Bennasser","St Etienne","Midfield","Defensive Midfielder/ Wingback","07/07/1996","23","£0.23","08/01/2018","£0.37"
"Thomas Edwards","Stoke City","Goalkeeper/ Defender","Full back","22/01/1999","20","£0.13","09/01/2018","£0.36"
"Alex Meret","Napoli","Goalkeeper/ Defender","Goalkeeper","22/03/1997","22","£0.13","10/01/2018","£0.37"
"Faitout Maouassa","Nîmes","Midfield","Attacking Midfielder/ Winger","06/07/1998","21","£0.20","11/01/2018","£0.38"
"Marius Wolf","Borussia Dortmund","Forward","Second Striker/ Winger","27/05/1995","24","£0.20","23/01/2018","£0.35"
"Faycal Fajr","Caen","Midfield","Attacking Midfielder/ Winger","01/08/1988","31","£0.23","24/01/2018","£0.44"
"Mohamed Fares","SPAL","Forward","Centre Forward","15/02/1996","23","£0.20","26/01/2018","£0.35"
"Saman Ghoddos","Amiens","Forward","Centre Forward","06/09/1993","25","£0.17","31/01/2018","£0.36"
"Loren Moron","Betis","Forward","Centre Forward","30/12/1993","25","£0.23","15/02/2018","£0.39"
"Simone Lo Faso","Fiorentina","Forward","Second Striker/ Winger","18/02/1998","21","£0.10","23/02/2018","£0.38"
"Josh Da Silva","Arsenal","Forward","Second Striker/ Winger","23/10/1998","20","£0.10","05/03/2018","£0.33"
"Suat Serdar","Schalke","Midfield","Defensive Midfielder/ Wingback","11/04/1997","22","£0.17","06/03/2018","£0.37"
"Aleksey Miranchuk","Lokomotiv Moscow","Midfield","Attacking Midfielder/ Winger","17/10/1995","23","£0.17","09/03/2018","£0.38"
"Federico Dimarco","Parma","Goalkeeper/ Defender","Full back","10/11/1997","21","£0.20","05/09/2018","£0.38"
"Jose Luis Morales","Levante","Midfield","Attacking Midfielder/ Winger","23/07/1987","32","£0.20","14/09/2018","£0.42"
"Nikita Chernov","CSKA Moscow","Goalkeeper/ Defender","Centre Back","14/01/1996","23","£0.37","01/10/2018","£0.37"
"Gelson Dala","Other","Forward","Centre Forward","13/07/1996","23","£0.33","23/11/2018","£0.36"
"Christian Rivera","Huesca","Midfield","Defensive Midfielder/ Wingback","09/07/1997","22","£0.37","30/11/2018","£0.37"
"Arkadiusz Reca","Atalanta","Midfield","Full back","17/06/1995","24","£0.33","06/02/2019","£0.37"
"Theo Walcott","Everton","Forward","Second Striker/ Winger","16/03/1989","30","£0.08","","£0.37"
"Thiago Silva","PSG","Goalkeeper/ Defender","Centre Back","22/09/1984","34","£0.08","","£0.36"
"Seamus Coleman","Everton","Goalkeeper/ Defender","Full back","11/10/1988","30","£0.08","","£0.35"
"Nabil Bentaleb","Schalke","Midfield","Central Midfielder","24/11/1994","24","£0.17","03/11/2017","£0.34"
"Oliver Baumann","Hoffenheim","Goalkeeper/ Defender","Goalkeeper","02/06/1990","29","£0.33","07/11/2017","£0.36"
"Ben Davies","Tottenham","Goalkeeper/ Defender","Full back","24/04/1993","26","£0.20","09/11/2017","£0.38"
"Joris Gnagnon","Sevilla","Goalkeeper/ Defender","Centre Back","13/01/1997","22","£0.17","10/11/2017","£0.35"
"Juan Lopez","Real Sociedad","Forward","Second Striker/ Winger","20/05/1993","26","£0.33","13/11/2017","£0.39"
"Javier Pastore","Roma","Midfield","Attacking Midfielder/ Winger","20/06/1989","30","£0.30","15/11/2017","£0.37"
"Jordi Mboula","AS Monaco","Forward","Second Striker/ Winger","16/03/1999","20","£0.10","15/11/2017","£0.36"
"Gianluca Caprari","Sampdoria","Forward","Second Striker/ Winger","30/07/1993","26","£0.27","15/11/2017","£0.39"
"Matt Ritchie","Newcastle United","Midfield","Attacking Midfielder/ Winger","10/09/1989","29","£0.20","17/11/2017","£0.36"
"Moussa Sissoko","Tottenham","Midfield","Attacking Midfielder/ Winger","16/08/1989","30","£0.23","21/11/2017","£0.35"
"Martin Hinteregger","Ein Frankfurt","Goalkeeper/ Defender","Centre Back","07/09/1992","26","£0.17","23/11/2017","£0.43"
"Marko Pjaca","Fiorentina","Midfield","Attacking Midfielder/ Winger","06/05/1995","24","£0.13","24/11/2017","£0.36"
"Amath Ndiaye","Getafe","Forward","Centre Forward","16/07/1996","23","£0.13","27/11/2017","£0.32"
"Moussa Konate","Amiens","Forward","Centre Forward","03/04/1993","26","£0.10","01/12/2017","£0.35"
"Konstantinos Stafylidis","Augsburg","Goalkeeper/ Defender","Full back","02/12/1993","25","£0.17","01/12/2017","£0.33"
"Jonas Martin","Strasbourg","Midfield","Central Midfielder","09/04/1990","29","£0.23","10/01/2018","£0.35"
"Pablo Maffeo","Stuttgart","Goalkeeper/ Defender","Full back","12/07/1997","22","£0.20","22/01/2018","£0.36"
"Kevin Lasagna","Udinese","Forward","Second Striker/ Winger","10/08/1992","27","£0.27","23/01/2018","£0.45"
"Moussa Niakhate","Mainz","Goalkeeper/ Defender","Full back","08/03/1996","23","£0.23","30/01/2018","£0.36"
"Kevin-Prince Boateng","Barcelona","Forward","Second Striker/ Winger","06/03/1987","32","£0.20","02/02/2018","£0.36"
"Stephane Ruffier","St Etienne","Goalkeeper/ Defender","Goalkeeper","27/09/1986","32","£0.23","06/02/2018","£0.35"
"Guillermo Maripan","Alaves","Goalkeeper/ Defender","Centre Back","06/05/1994","25","£0.13","28/02/2018","£0.34"
"Tosin Adarabioyo","Man City","Goalkeeper/ Defender","Centre Back","24/09/1997","21","£0.13","09/03/2018","£0.36"
"Duje Caleta-Car","Marseille","Goalkeeper/ Defender","Centre Back","17/09/1996","22","£0.17","14/03/2018","£0.33"
"David Remeseiro","Levante","Forward","Second Striker/ Winger","06/07/1994","25","£0.17","04/05/2018","£0.35"
"Juan Quintero","Colombia","Midfield","Attacking Midfielder/ Winger","18/01/1993","26","£0.17","28/05/2018","£0.36"
"Moses Simon","Levante","Forward","Second Striker/ Winger","12/07/1995","24","£0.10","31/05/2018","£0.36"
"Sada Thioub","Nîmes","Forward","Centre Forward","01/06/1995","24","£0.33","30/08/2018","£0.37"
"Eduard Lowen","1. FC Nürnberg","Midfield","Defensive Midfielder/ Wingback","28/01/1997","22","£0.20","03/09/2018","£0.34"
"Enock Kwateng","Nantes","Goalkeeper/ Defender","Full back","09/04/1997","22","£0.23","19/09/2018","£0.36"
"Kevin Bonifazi","SPAL","Goalkeeper/ Defender","Centre Back","19/05/1996","23","£0.20","24/10/2018","£0.36"
"Federico Santander","Bologna","Forward","Centre Forward","04/06/1991","28","£0.30","30/11/2018","£0.37"
"Zakaria Labyad","Ajax","Midfield","Attacking Midfielder/ Winger","09/03/1993","26","£0.33","17/12/2018","£0.36"
"Arturo Calabresi","Bologna","Goalkeeper/ Defender","Centre Back","17/03/1996","23","£0.23","16/01/2019","£0.36"
"Wu Lei","Espanyol","Midfield","Attacking Midfielder/ Winger","19/11/1991","27","£0.23","06/02/2019","£0.42"
"Eric Bailly","Man United","Goalkeeper/ Defender","Centre Back","12/04/1994","25","£0.08","","£0.39"
"Leonardo Bonucci","Juventus","Goalkeeper/ Defender","Centre Back","01/05/1987","32","£0.08","","£0.37"
"Danny Drinkwater","Chelsea","Midfield","Central Midfielder","05/03/1990","29","£0.08","","£0.34"
"Serge Aurier","Tottenham","Goalkeeper/ Defender","Full back","24/12/1992","26","£0.08","","£0.36"
"Idrissa Gueye","Everton","Midfield","Defensive Midfielder/ Wingback","26/09/1989","29","£0.08","","£0.37"
"Mehdi Benatia","Juventus","Goalkeeper/ Defender","Centre Back","17/04/1987","32","£0.33","01/11/2017","£0.35"
"Manu Trigueros","Villarreal","Midfield","Attacking Midfielder/ Winger","17/10/1991","27","£0.30","01/11/2017","£0.35"
"Kevin Malcuit","Napoli","Goalkeeper/ Defender","Full back","31/07/1991","28","£0.17","02/11/2017","£0.34"
"Steven Zuber","Stuttgart","Midfield","Defensive Midfielder/ Wingback","17/08/1991","28","£0.33","06/11/2017","£0.36"
"Mehdi Abeid","Dijon","Midfield","Central Midfielder","06/08/1992","27","£0.33","06/11/2017","£0.35"
"Ovie Ejaria","Rangers","Midfield","Attacking Midfielder/ Winger","18/11/1997","21","£0.17","06/11/2017","£0.46"
"Stefan Savic","Atlético Madrid","Goalkeeper/ Defender","Centre Back","08/01/1991","28","£0.33","07/11/2017","£0.36"
"Sergio Rico","Fulham","Goalkeeper/ Defender","Goalkeeper","01/09/1993","25","£0.33","07/11/2017","£0.34"
"Franck Ribery","Bayern Munich","Midfield","Attacking Midfielder/ Winger","07/04/1983","36","£0.30","07/11/2017","£0.39"
"Timo Baumgartl","Stuttgart","Goalkeeper/ Defender","Centre Back","04/03/1996","23","£0.27","08/11/2017","£0.35"
"Toni Lato","Valencia","Goalkeeper/ Defender","Full back","21/11/1997","21","£0.17","08/11/2017","£0.35"
"Arnaud Souquet","OGC Nice","Goalkeeper/ Defender","Full back","12/02/1992","27","£0.33","09/11/2017","£0.35"
"Aritz Elustondo","Real Sociedad","Goalkeeper/ Defender","Full back","28/03/1994","25","£0.33","09/11/2017","£0.35"
"Kevin Strootman","Marseille","Midfield","Central Midfielder","13/02/1990","29","£0.27","09/11/2017","£0.35"
"Adem Ljajic","Besiktas","Forward","Second Striker/ Winger","29/09/1991","27","£0.33","10/11/2017","£0.35"
"Luiz Gustavo","Marseille","Midfield","Defensive Midfielder/ Wingback","23/07/1987","32","£0.33","13/11/2017","£0.35"
"Riccardo Montolivo","AC Milan","Midfield","Central Midfielder","18/01/1985","34","£0.33","13/11/2017","£0.35"
"Jetro Willems","Ein Frankfurt","Goalkeeper/ Defender","Full back","30/03/1994","25","£0.25","13/11/2017","£0.33"
"Angus Gunn","Southampton","Goalkeeper/ Defender","Goalkeeper","22/01/1996","23","£0.07","14/11/2017","£0.32"
"Martin Braithwaite","Leganes","Forward","Centre Forward","05/06/1991","28","£0.17","15/11/2017","£0.40"
"Remy Cabella","St Etienne","Midfield","Attacking Midfielder/ Winger","08/03/1990","29","£0.20","17/11/2017","£0.36"
"Cenk Tosun","Everton","Forward","Centre Forward","07/06/1991","28","£0.20","21/11/2017","£0.39"
"Koen Casteels","Wolfsburg","Goalkeeper/ Defender","Goalkeeper","25/06/1992","27","£0.17","21/11/2017","£0.34"
"Tomas Vaclik","Sevilla","Goalkeeper/ Defender","Goalkeeper","29/03/1989","30","£0.13","21/11/2017","£0.38"
"Mattia De Sciglio","Juventus","Goalkeeper/ Defender","Full back","20/10/1992","26","£0.12","24/11/2017","£0.36"
"Yuya Osako","Werder Bremen","Forward","Centre Forward","18/05/1990","29","£0.23","27/11/2017","£0.42"
"Oliver Burke","Celtic","Midfield","Attacking Midfielder/ Winger","07/04/1997","22","£0.17","27/11/2017","£0.33"
"Marko Rog","Sevilla","Midfield","Central Midfielder","19/07/1995","24","£0.17","01/12/2017","£0.38"
"John Brooks","Wolfsburg","Goalkeeper/ Defender","Centre Back","28/01/1993","26","£0.20","01/12/2017","£0.38"
"Nicolas Nkoulou","Torino","Goalkeeper/ Defender","Centre Back","27/03/1990","29","£0.17","06/12/2017","£0.36"
"Mousa Dembele","Tottenham","Midfield","Central Midfielder","16/07/1987","32","£0.33","08/12/2017","£0.35"
"Josh Sims","Southampton","Midfield","Central Midfielder","28/03/1997","22","£0.17","03/01/2018","£0.33"
"Eric Choupo-Moting","PSG","Midfield","Attacking Midfielder/ Winger","23/03/1989","30","£0.30","23/01/2018","£0.35"
"Alireza Jahanbakhsh","Brighton","Forward","Second Striker/ Winger","11/08/1993","26","£0.17","06/02/2018","£0.34"
"Raul Garcia","Ath Bilbao","Midfield","Attacking Midfielder/ Winger","11/07/1986","33","£0.27","12/02/2018","£0.37"
"Seko Fofana","Udinese","Midfield","Central Midfielder","07/05/1995","24","£0.13","19/02/2018","£0.35"
"Tom Cairney","Fulham","Midfield","Attacking Midfielder/ Winger","20/01/1991","28","£0.23","26/02/2018","£0.35"
"Jefferson Lerma","Bournemouth","Midfield","Central Midfielder","25/10/1994","24","£0.13","27/02/2018","£0.33"
"Gianluigi Buffon","PSG","Goalkeeper/ Defender","Goalkeeper","28/01/1978","41","£0.33","24/08/2018","£0.34"
"Rouwen Hennings","Fortuna Düsseldorf","Forward","Centre Forward","28/08/1987","31","£0.17","31/08/2018","£0.43"
"Timothy Tillman","1. FC Nürnberg","Midfield","Attacking Midfielder/ Winger","04/01/1999","20","£0.23","03/09/2018","£0.34"
"Jose Arnaiz","Leganes","Forward","Second Striker/ Winger","15/04/1995","24","£0.20","14/09/2018","£0.36"
"Daniel Amartey","Leicester City","Midfield","Defensive Midfielder/ Wingback","21/12/1994","24","£0.30","19/11/2018","£0.35"
"Glenn Middleton","Rangers","Midfield","Attacking Midfielder/ Winger","01/01/2000","19","£0.23","16/01/2019","£0.35"
"Manolo Gabbiadini","Sampdoria","Forward","Centre Forward","26/11/1991","27","£0.08","","£0.34"
"Gustavo Cabral","Celta","Goalkeeper/ Defender","Centre Back","14/10/1985","33","£0.33","01/11/2017","£0.34"
"Shkodran Mustafi","Arsenal","Goalkeeper/ Defender","Centre Back","17/04/1992","27","£0.20","03/11/2017","£0.34"
"Sokratis","Arsenal","Goalkeeper/ Defender","Centre Back","09/06/1988","31","£0.17","03/11/2017","£0.32"
"Ludovic Baal","Rennes","Goalkeeper/ Defender","Full back","24/05/1986","33","£0.33","06/11/2017","£0.34"
"Andrea Rispoli","Palermo","Goalkeeper/ Defender","Full back","29/09/1988","30","£0.33","06/11/2017","£0.34"
"Vedad Ibisevic","Hertha","Forward","Centre Forward","06/08/1984","35","£0.23","06/11/2017","£0.38"
"Mikel Balenziaga","Ath Bilbao","Goalkeeper/ Defender","Full back","29/02/1988","31","£0.33","07/11/2017","£0.34"
"Adama Soumaoro","Lille","Goalkeeper/ Defender","Centre Back","18/06/1992","27","£0.13","07/11/2017","£0.31"
"Fernando Torres","Atlético Madrid","Forward","Centre Forward","20/03/1984","35","£0.33","08/11/2017","£0.34"
"Jemerson","AS Monaco","Goalkeeper/ Defender","Centre Back","24/08/1992","26","£0.30","08/11/2017","£0.34"
"Paulinho","Guangzhou Evergrande","Midfield","Central Midfielder","25/07/1988","31","£0.20","09/11/2017","£0.34"
"Lucas Castro","Cagliari","Midfield","Attacking Midfielder/ Winger","09/04/1989","30","£0.33","09/11/2017","£0.34"
"Giorgio Chiellini","Juventus","Goalkeeper/ Defender","Centre Back","14/08/1984","35","£0.30","09/11/2017","£0.34"
"Thomas Strakosha","Lazio","Goalkeeper/ Defender","Goalkeeper","19/03/1995","24","£0.20","09/11/2017","£0.33"
"Martin Montoya","Brighton","Goalkeeper/ Defender","Full back","14/04/1991","28","£0.27","10/11/2017","£0.35"
"Zoran Tosic","Rijeka","Midfield","Attacking Midfielder/ Winger","07/08/1988","31","£0.33","13/11/2017","£0.34"
"Christophe Jallet","OGC Nice","Goalkeeper/ Defender","Full back","31/10/1983","35","£0.33","13/11/2017","£0.34"
"Alberto de la Bella","Real Sociedad","Goalkeeper/ Defender","Full back","02/12/1985","33","£0.33","13/11/2017","£0.34"
"Kevin Trapp","Ein Frankfurt","Goalkeeper/ Defender","Goalkeeper","08/07/1990","29","£0.17","14/11/2017","£0.35"
"Jake Livermore","West Brom","Midfield","Central Midfielder","14/11/1989","29","£0.33","16/11/2017","£0.34"
"Jeremiah St. Juste","Feyenoord","Goalkeeper/ Defender","Centre Back","19/10/1996","22","£0.10","16/11/2017","£0.31"
"Stevan Jovetic","AS Monaco","Forward","Second Striker/ Winger","02/11/1989","29","£0.30","17/11/2017","£0.34"
"Benedikt Howedes","Schalke","Goalkeeper/ Defender","Centre Back","29/02/1988","31","£0.33","17/11/2017","£0.34"
"Peter Gulacsi","RB Leipzig","Goalkeeper/ Defender","Goalkeeper","06/05/1990","29","£0.13","20/11/2017","£0.40"
"Benik Afobe","Bournemouth","Forward","Centre Forward","12/02/1993","26","£0.33","21/11/2017","£0.35"
"Emil Krafth","Amiens","Goalkeeper/ Defender","Full back","02/08/1994","25","£0.20","21/11/2017","£0.33"
"Nicola Sansone","Bologna","Forward","Second Striker/ Winger","10/09/1991","27","£0.27","22/11/2017","£0.34"
"Guido Burgstaller","Schalke","Forward","Centre Forward","29/04/1989","30","£0.27","23/11/2017","£0.34"
"Nicola Murru","Sampdoria","Goalkeeper/ Defender","Full back","16/12/1994","24","£0.13","23/11/2017","£0.31"
"Pau Lopez","Betis","Goalkeeper/ Defender","Goalkeeper","13/12/1994","24","£0.13","23/11/2017","£0.32"
"Sergi Enrich","Eibar","Forward","Centre Forward","26/02/1990","29","£0.17","27/11/2017","£0.38"
"Ashley Fletcher","Middlesbrough","Forward","Centre Forward","02/10/1995","23","£0.17","29/11/2017","£0.36"
"Khouma Babacar","Sassuolo","Forward","Centre Forward","17/03/1993","26","£0.27","30/11/2017","£0.34"
"Salvatore Sirigu","Torino","Goalkeeper/ Defender","Goalkeeper","12/01/1987","32","£0.17","04/12/2017","£0.34"
"Johann Berg Gudmundsson","Burnley","Midfield","Attacking Midfielder/ Winger","27/10/1990","28","£0.23","09/01/2018","£0.34"
"Dimitri Lienard","Strasbourg","Midfield","Attacking Midfielder/ Winger","13/02/1988","31","£0.23","11/01/2018","£0.33"
"Hamari Traore","Rennes","Goalkeeper/ Defender","Full back","27/01/1992","27","£0.23","18/01/2018","£0.37"
"Shinji Okazaki","Leicester City","Forward","Centre Forward","16/04/1986","33","£0.33","23/01/2018","£0.34"
"Taison","Shakhtar Donetsk","Midfield","Attacking Midfielder/ Winger","13/01/1988","31","£0.27","25/01/2018","£0.33"
"Simon Terodde","FC Koln","Forward","Centre Forward","02/03/1988","31","£0.17","29/01/2018","£0.35"
